"subject","session","ID","age","male","Rfooted","Rhanded","education","bilingual","languages","centre","date","AoA.English","nativeEnglish","mother.LH","father.LH","siblings","siblings.LH","Nhandknown","NLHrelative","famsin","EHI.LI","Reyed","lexTALE","lexExclude","lexCode","gramerrs","gramerr12","DLsame.corr","excludeDL","DL.L","DL.R","DL.even.L","DL.odd.L","DL.even.R","DL.odd.R","DL.LI","DL.odd.LI","DL.even.LI","DL.odd.n","DL.odd.zlat","DL.even.n","DL.even.zlat","DL.n","DL.zlat","RDT.pcorr","RDT.Lmean","RDT.Lsd","RDT.LN","RDT.Rmean","RDT.Rsd","RDT.RN","RDT.LI","RDT.se","RDT.zlat","excludeRDT","RDT.odd.pcorr","RDT.odd.Lmean","RDT.odd.Lsd","RDT.odd.LN","RDT.odd.Rmean","RDT.odd.Rsd","RDT.odd.RN","RDT.odd.LI","RDT.odd.se","RDT.odd.zlat","RDT.even.pcorr","RDT.even.Lmean","RDT.even.Lsd","RDT.even.LN","RDT.even.Rmean","RDT.even.Rsd","RDT.even.RN","RDT.even.LI","RDT.even.se","RDT.even.zlat","WC_pCorr","excludeWC","WC.pcorr","WC.Lmean","WC.Lsd","WC.LN","WC.Rmean","WC.Rsd","WC.RN","WC.LI","WC.se","WC.zlat","WC.odd.pcorr","WC.odd.Lmean","WC.odd.Lsd","WC.odd.LN","WC.odd.Rmean","WC.odd.Rsd","WC.odd.RN","WC.odd.LI","WC.odd.se","WC.odd.zlat","WC.even.pcorr","WC.even.Lmean","WC.even.Lsd","WC.even.LN","WC.even.Rmean","WC.even.Rsd","WC.even.RN","WC.even.LI","WC.even.se","WC.even.zlat","colourScales.L","colourScales.R","colourScales_zlat","Emot_corr_same","Emot_corr_diff","exCF","CF.L","CF.R","CF.LI","CF.zlat"
13495972,1,3495972,25,1,1,1,5,"No",NA,"UCL","02/08/2021 08:52:28",NA,1,"No","No","1","0",3,0,0,100,1,91.25,0,"Advanced",0,0,0.94,0,29,45,17,12,20,25,21.6,35.1,8.1,37,2.28272497978476,37,0.49482617268741,74,1.90502461242535,0.925,884.391397849607,240.770519309534,93,870.09782608728,250.85664702706,92,0.8,36.2519271035016,0.394284467182038,0,0.909090909090909,845.846666666534,217.343463627894,45,862.739999999768,258.354741498735,45,-1,50.6627925775041,-0.333446548715025,0.940594059405941,920.527083333737,257.866311841277,48,877.142553192345,246.051422464811,47,2.4,51.9952524920447,0.834394066035729,0.972222222222222,0,0.972222222222222,847.447422680243,113.745238996586,97,854.042000000477,130.225202900873,100,-0.4,17.4923804971493,-0.376997134341325,0.990740740740741,860.671999999881,117.105610873593,50,851.158000000715,140.512978686336,50,0.6,26.0232810977067,0.365595712679136,0.953703703703704,833.378723404033,109.547134854609,47,856.926000000238,120.426032527118,50,-1.4,23.5564982093442,-0.999608532089226,33,7,-5.40962746074711,1,0.95,0,10,9,-5.26315789473684,-0.229734145868171
13495999,1,3495999,21,0,1,1,3,"No",NA,"LANC","01/04/2021 14:32:43",NA,1,"No","Don't know","0","N/A",1,0,0,100,1,100,0,"Advanced",1,0,0.94,0,29,41,13,16,25,16,17.1,0,31.6,32,0,38,2.05164099423627,70,1.45582557019467,0.974226804123711,930.935869572947,265.522384621872,92,866.751752570559,242.971235487851,97,3.6,37.0831885028906,1.73081440926756,0,0.989795918367347,883.004024397673,272.18072232968,41,879.434017847026,245.612424976675,56,0.2,53.1049247727458,0.0672255269341647,0.958333333333333,969.469313733462,256.221722079691,51,849.429634144166,241.254649783702,41,6.6,52.6432308351582,2.28024909727096,0.953703703703704,0,0.953703703703704,857.439149997663,143.832553335007,100,873.425909086375,141.060420684942,99,-0.9,20.2479343946844,-0.789550122846559,0.962962962962963,854.921176470359,126.451669326072,51,857.53269999288,135.182862110834,50,-0.2,26.1806101011734,-0.0997502927711948,0.944444444444444,860.059897954652,161.240723591225,49,889.64346938586,146.418711875717,49,-1.7,31.2604739284397,-0.946357099349462,26,14,-1.98898063239539,1,1,0,16,6,-45.4545454545455,-2.39356776939085
13496008,1,3496008,21,0,1,1,5,"No",NA,"LANC","06/04/2021 09:13:04",NA,1,"No","No","1","0",3,0,0,100,1,97.5,0,"Advanced",2,0,0.94,0,33,47,19,14,24,23,17.5,24.3,11.6,37,1.52540596368221,43,0.767700485272557,80,1.58978038619737,0.842639593908629,933.649166659008,276.551537568932,84,955.537073192096,297.326956369239,82,-1.2,44.6999147334989,-0.489663272594214,0,0.818181818181818,998.03597558426,292.616964589376,41,950.743750028778,298.539037035464,40,2.4,66.1067690391964,0.715391574007218,0.86734693877551,872.257093032605,248.369753101019,43,960.102142871446,299.714409466323,42,-4.8,60.0711314309869,-1.46235051257129,0.814814814814815,0,0.814814814814815,685.84027473692,116.216248827453,91,712.186139230204,104.518564493246,79,-1.9,17.1047788911702,-1.54026337673879,0.777777777777778,682.340760897521,123.393822538274,46,729.301891906338,103.741428063102,37,-3.3,25.5391467693499,-1.83879013002798,0.851851851851852,689.417555550527,109.673967630081,45,697.107976158371,104.093308316635,42,-0.6,23.088248487148,-0.33308809077159,7,33,5.40962746074711,1,0.695652173913043,0,12,4,-50,-2.3094010767585
13496012,1,3496012,20,1,0,0,3,"No",NA,"LANC","24/06/2021 08:41:44",NA,1,"Yes","No","0","0",2,1,0.5,-75,0,93.75,0,"Advanced",1,0,1,0,34,37,16,18,19,18,4.2,0,8.6,36,0,35,0.508965669403722,71,0.356352748549868,0.929292929292929,886.1597826087,117.88985831894,92,826.660869565231,152.542448753671,92,3.5,20.1685621823043,2.9500820388512,0,0.919191919191919,899.115555555559,123.912771657349,45,830.676086956569,160.990752232379,46,4,30.3744349863331,2.2531931418571,0.939393939393939,873.755319148941,111.739403365894,47,822.645652173892,145.273906361646,46,3,27.0257750631426,1.89114528096371,0.962962962962963,0,0.962962962962963,906.146078431381,84.2902783485367,102,897.953000000008,98.846260031546,100,0.5,12.9538954255891,0.63247989598469,0.972222222222222,920.156862745107,97.8361329057916,51,891.010000000028,85.2209690829432,50,1.6,18.3509436827895,1.58830320930113,0.953703703703704,892.135294117654,66.1772916445996,51,904.895999999987,111.263535218797,50,-0.7,18.3097391961577,-0.696935425765678,31,9,-4.16505345114514,0.75,0.708333333333333,0,6,11,29.4117647058824,1.26879804730638
13496016,1,3496016,21,0,1,1,5,"Yes","English, Bangla","LANC","07/04/2021 18:31:00","3",0,"No","No","4","4",6,4,0.67,100,NA,90,0,"Advanced",6,0,0.94,0,32,44,15,17,23,21,15.8,10.5,21.1,38,0.652510772419314,38,1.32752357439697,76,1.39398056592688,0.751219512195122,935.906708832901,240.172166091076,79,952.878666653608,211.981344022643,75,-0.9,36.6831580175919,-0.462663487493866,0,0.735294117647059,924.024871765421,232.402663484237,39,936.724722191381,186.643452637884,36,-0.7,49.189261436255,-0.258183393186709,0.766990291262136,947.491499973694,249.920810391559,40,967.790000003357,234.405893335736,39,-1.1,54.8762368126352,-0.369895991574066,0.888888888888889,0,0.888888888888889,842.539257434482,155.522553412466,101,902.867068975479,152.654318741559,87,-3.5,22.614791562115,-2.66762624697632,0.842592592592593,860.80399997998,172.778963544711,50,892.514750006376,139.945070789011,40,-1.8,33.8910752692555,-0.935666684354592,0.935185185185185,824.632647095759,135.861510197707,51,911.677553204503,163.677297826174,47,-5,30.4843339174429,-2.8553980003131,22,18,-0.635641726163728,1,0.761904761904762,0,9,7,-12.5,-0.50395263067897
13651536,1,3651536,25,0,0,0,6,"No",NA,"Ox","21/04/2021 18:37:17",NA,1,"No","No","1","0",3,0,0,-100,1,100,0,"Advanced",5,0,0.89,0,49,25,24,25,14,11,-32.4,-38.9,-26.3,36,-2.53269529445321,38,-1.68148177283637,74,-2.94936866298604,0.835051546391753,696.154415587798,115.055757395506,77,668.298411766505,118.360265946394,85,2,18.4350013493796,1.5110388816017,0,0.8125,687.295571431917,98.1092143235131,35,666.469883721939,116.942077314441,43,1.5,24.9836571530762,0.833572426261602,0.857142857142857,703.536785717699,128.193348847075,42,670.170476193085,121.184094228962,42,2.4,27.3762602994345,1.21880451017273,0.902777777777778,0,0.902777777777778,667.806105265443,77.997537588046,95,663.35313829737,79.9355730701225,94,0.3,11.5196473425475,0.386554104970357,0.87037037037037,666.183170736143,72.1583956969445,41,669.255980387485,85.5521364604264,51,-0.2,16.8612404279998,-0.182241019838605,0.935185185185185,669.038333333986,82.8042184640192,54,656.352093027699,73.0946321692558,43,1,16.1499373716164,0.785528761776064,27,13,-2.36305852319522,1,0.954545454545455,0,10,11,4.76190476190476,0.218465724376326
13660488,1,3660488,34,1,0,0,3,"No",NA,"LINC","23/04/2021 00:49:12",NA,1,"No","No","1","0",3,0,0,-87.5,0,97.5,0,"Advanced",7,0,1,0,34,51,15,19,27,24,20,11.6,28.6,43,0.767700485272557,42,1.93218356615859,85,1.8819316317727,0.903553299492386,872.654761904762,223.860783655777,84,855.797872340426,249.130253956208,94,1,35.7776362513547,0.471157162141981,0,0.918367346938776,881.317073170732,225.251019867213,41,828.612244897959,254.651298864949,49,3.1,51.4855451101547,1.02368204823333,0.888888888888889,864.395348837209,224.875747653262,43,885.4,242.328233450567,45,-1.2,50.2051779958116,-0.418376191486523,0.884259259259259,0,0.884259259259259,848.40625,170.267317884184,96,835.655172413793,186.143407305766,87,0.8,26.4257662627718,0.482524421786414,0.851851851851852,826.913043478261,162.490728089254,46,868.5,193.662797330224,44,-2.5,37.8712618042665,-1.09811383461889,0.916666666666667,868.18,176.426858291278,50,802.046511627907,173.96509686721,43,4,36.6546607033262,1.80423136111833,15,25,1.63299316185545,0.75,0.833333333333333,0,10,10,0,0
13666947,1,3666947,39,0,0,0,6,"No",NA,"Ox","23/04/2021 16:16:50",NA,1,"No","No","2","0",4,0,0,-68.4210526315789,1,100,0,"Advanced",0,0,0.94,0,25,38,12,13,18,20,20.6,21.2,20,33,1.24691928059024,30,1.11803398874989,63,1.67387039679396,0.973958333333333,998.44463541649,276.596021046507,96,990.088901100975,311.247849033262,91,0.4,43.1390913403951,0.193692867788604,0,0.968421052631579,985.816826923558,237.102378253796,52,1054.21075000268,343.648124434438,40,-3.4,61.0782184799374,-1.11977599840414,0.979381443298969,1013.36840908996,319.258699058623,44,939.797254903562,276.392714087672,51,3.8,61.3895201871428,1.19843181640965,0.976851851851852,0,0.976851851851852,917.908599998627,110.813764711931,100,968.651793477993,115.020019626622,92,-2.7,16.3468570461744,-3.10415594484208,0.990740740740741,926.672407406538,109.452309872677,54,955.666590907309,107.49451040895,44,-1.5,22.1638066159391,-1.30817706557321,0.962962962962963,907.62065217195,112.71826865078,46,980.554895834454,121.410692268179,48,-3.9,24.3307217203647,-2.99761940894084,16,24,1.29099444873581,0.875,0.791666666666667,0,15,4,-57.8947368421053,-3.09502288629126
13667016,1,3667016,22,0,1,0,3,"No",NA,"UCL","23/04/2021 16:19:17",NA,1,"No","No","1","0",3,0,0,-70,0,92.5,0,"Advanced",1,0,0.89,0,20,49,10,10,24,25,42,42.9,41.2,35,2.80624304008046,34,2.63470428448178,69,3.84750780720853,0.928205128205128,662.975329670304,119.962118763513,91,597.343000000011,108.812110871739,90,5.2,17.0725887382352,3.8443103548383,0,0.918367346938776,683.093999999963,110.543677713873,45,591.28844444444,105.515690263823,45,7.2,22.9039060468706,4.0082925317477,0.938144329896907,643.294021739117,126.620480134872,46,603.397555555582,112.874714328755,45,3.2,25.289644487412,1.57758114011424,0.921296296296296,0,0.921296296296296,665.354226804117,60.9660011653623,97,635.96543478262,70.3805029806453,92,2.3,9.59291476436318,3.06359357331866,0.87962962962963,655.645865384592,56.7221536303782,52,634.956250000042,75.1837695741063,40,1.6,13.8477717764716,1.49407541650149,0.962962962962963,676.572777777791,64.3438463501904,45,636.741730769219,67.1897136872623,52,3,13.487803174881,2.95311597390087,13,27,2.36305852319522,1,1,0,14,6,-40,-1.95180014589707
13668914,1,3668914,46,0,0,0,3,"No",NA,"Ox","23/04/2021 18:17:27",NA,1,"Yes","No","1","0",3,1,0.33,-100,0,100,0,"Advanced",3,0,1,0,29,51,19,10,19,32,27.5,52.4,0,42,3.9851286052021,38,0,80,2.55831249317031,0.887254901960784,971.465271738176,228.477684621067,92,940.514213482887,257.086794874858,89,1.6,36.2364815410595,0.854140825461167,0,0.922330097087379,997.456630433432,244.700632236167,46,943.490408163171,265.131879298683,49,2.8,52.746231543433,1.02312943865617,0.851485148514851,945.473913042921,210.486638532348,46,936.86837499954,250.18541893189,40,0.5,50.0244465070665,0.172026651852417,0.888888888888889,0,0.888888888888889,765.376318680765,109.276684524368,91,783.093351062834,133.147175796247,94,-1.1,17.9988167585286,-0.984344283280433,0.898148148148148,756.411699999007,115.740940950703,50,772.352555554567,143.13068441824,45,-1,26.7684034491256,-0.595510135143328,0.87962962962963,776.308780487786,101.168751115252,41,792.957346937773,123.942151479478,49,-1.1,24.3229657700926,-0.68447929448055,34,6,-6.19930419878067,0.583333333333333,0.625,1,7,8,6.66666666666667,0.258774584753383
13679944,1,3679944,47,1,0,0,5,"No",NA,"Ox","02/05/2021 09:44:05",NA,1,"No","No","1","1",3,1,0.33,-77.7777777777778,0,100,0,"Advanced",3,0,0.89,0,37,40,20,17,19,21,3.9,10.5,-2.6,38,0.652510772419314,39,-0.160180818879297,77,0.342141506997924,0.95,904.82962765778,166.31928834977,94,865.330937500099,172.304502949614,96,2.2,24.6437223663545,1.60278912294544,0,0.92,897.754999998439,175.40748651298,49,892.354534882754,184.631877432722,43,0.3,37.7843315307474,0.142928692844282,0.98,912.533111109062,157.436794845908,45,843.406132076436,160.037623887531,53,3.9,32.3699663201807,2.13552829647306,0.944444444444444,0,0.944444444444444,838.212373736726,134.828207430864,99,858.690714285405,111.523599154578,98,-1.2,17.6755753899985,-1.15856712422874,0.953703703703704,833.019019606724,138.022309340682,51,857.122916665806,109.047316943763,48,-1.4,25.2009828872026,-0.956466546045801,0.935185185185185,843.730312499853,132.581758210662,48,860.19580000022,114.937038226672,50,-1,25.1467457933633,-0.654776074632772,14,26,1.98898063239539,1,0.952380952380952,0,6,14,40,1.95180014589707
13679951,1,3679951,35,1,1,1,6,"No",NA,"Ox","22/05/2021 23:22:46",NA,1,"No","No","0","0",2,0,0,100,0,97.5,0,"Advanced",2,0,0.94,0,30,41,17,13,20,21,15.5,23.5,8.1,34,1.41162105137108,37,0.49482617268741,71,1.32141523049423,0.817307692307692,868.973625007493,179.060136730814,80,904.497500004557,196.291875963363,90,-2,29.0404934043591,-1.2232531487131,0,0.836538461538462,892.078720937418,188.280654380648,43,894.340909099397,198.403603168423,44,-0.1,41.7424703548811,-0.0541939215083938,0.798076923076923,842.121756764607,166.201306252254,37,914.212500000798,195.941180298044,46,-4.1,40.7671691603581,-1.76835293499583,0.833333333333333,0,0.833333333333333,936.778863635316,193.516164528086,88,964.031179771717,157.754201612598,89,-1.4,26.5852265443237,-1.02509249228944,0.814814814814815,941.877340432256,190.119447269133,47,966.738658551149,184.056574554528,41,-1.3,40.2548101911175,-0.617598691954048,0.851851851851852,930.934268282727,199.543801625008,41,961.718541647618,133.238865919116,48,-1.6,35.6490116890198,-0.863537918903183,21,19,-0.316623793430652,1,0.91304347826087,0,17,4,-61.9047619047619,-3.61217304647037
13679954,1,3679954,33,1,1,1,5,"No",NA,"Ox","24/05/2021 10:42:10",NA,1,"No","No","1","0",3,0,0,100,1,90,0,"Advanced",4,0,0.94,0,20,51,9,11,26,25,43.7,38.9,48.6,36,2.53269529445321,35,3.28734298965349,71,4.08941124292061,0.933673469387755,1077.48572222061,341.324821765787,90,1076.15037634718,362.005964758601,93,0.1,52.1983490004485,0.025582147692273,0,0.908163265306122,1082.49291665561,348.823741873662,48,1055.30512195489,343.734010927514,41,1.3,74.1002015649197,0.366905813028013,0.959183673469388,1071.76321429489,336.672724195942,42,1092.58605769495,378.294939893818,52,-1,75.2031981313496,-0.276887737722202,0.916666666666667,0,0.916666666666667,859.578297880944,103.159986304943,94,886.160312496941,112.166542732361,96,-1.5,15.6878706304035,-1.69443101885862,0.916666666666667,857.642444445648,100.053780689757,45,879.26343137024,101.406442682143,51,-1.2,20.7217293829083,-1.04339683841375,0.916666666666667,861.356122464378,106.937237195564,49,893.976777773868,123.93987244379,45,-1.9,23.9719843610618,-1.36078243745545,21,19,-0.316623793430652,1,0.619047619047619,0,6,7,7.69230769230769,0.278174320132093
13679956,1,3679956,26,0,0,0,6,"No",NA,"UCL","24/05/2021 20:38:51",NA,1,"Don't know","Don't know","1","0",0,NA,NA,-90,0,91.25,0,"Advanced",4,0,0.89,0,28,35,12,16,17,18,11.1,5.9,17.2,34,0.343592135468138,29,0.942592378579873,63,0.887411967464943,0.883838383838384,886.663176471141,178.902079406215,85,890.716388888702,175.256422782484,90,-0.2,26.8519833101555,-0.15094648208082,0,0.846938775510204,898.899624999831,176.674278798174,40,850.90360465002,161.777600925535,43,2.7,37.3588753427385,1.28472872669439,0.92,875.786333334529,182.149346966607,45,927.140851064518,180.812202482535,47,-2.8,38.0556364969667,-1.34945890956476,0.935185185185185,0,0.935185185185185,751.566597937874,105.241924203727,97,765.288052630402,135.298587014508,95,-0.9,17.5301405287865,-0.782735008313034,0.925925925925926,747.183260868832,110.168144610929,46,761.711346152599,136.606790249786,52,-1,25.4405537061669,-0.571060105513546,0.944444444444444,755.520196078578,101.53185718635,51,769.613372091932,135.183707355225,43,-0.9,24.6223934438603,-0.57237230188391,26,14,-1.98898063239539,0.875,0.782608695652174,0,8,10,11.1111111111111,0.474341649025257
13679968,1,3679968,22,1,0,0,5,"No",NA,"Ox","13/06/2021 10:49:05",NA,1,"No","No","1","0",3,0,0,-85.7142857142857,0,90,0,"Advanced",2,0,0.94,0,25,42,14,11,18,24,25.4,37.1,12.5,35,2.36671201407686,32,0.712696645099798,67,2.1471465006464,0.873684210526316,918.843902438697,325.258215786755,82,899.167857142786,324.000709192785,84,1.1,50.5476507218978,0.389257364386023,0,0.861702127659574,899.427499999479,288.116242554513,40,880.321951219585,313.9436243288,41,1.1,67.4567430208784,0.283226671260727,0.885416666666667,937.335714285572,359.618904532409,42,917.137209302118,336.019262503888,43,1.1,75.893344201314,0.266143298809925,0.916666666666667,0,0.916666666666667,739.087878788059,124.270089553892,99,759.08791208824,137.700266953892,91,-1.3,19.0615663806264,-1.04923346281278,0.907407407407407,748.571428571733,121.85979477753,49,743.434042553635,122.512484327395,47,0.3,25.0782833929106,0.204853974157957,0.925925925925926,729.79400000006,127.127028565947,50,775.809090909294,151.908414603727,44,-3.1,28.9713200178044,-1.58829804375347,30,10,-3.65148371670111,0.75,0.863636363636364,0,8,11,15.7894736842105,0.696990282963439
13679971,1,3679971,17,1,1,1,NA,"No",NA,"Ox","15/06/2021 18:17:25",NA,1,"No","No","I do not know, I am adopted","I do not know, I am adopted",NA,NA,NA,100,1,100,0,"Advanced",4,0,0.94,0,26,49,11,15,26,23,30.7,21.1,40.5,38,1.32752357439697,37,2.69760966451744,75,2.79025411985632,0.953367875647668,999.472941176155,273.731821483358,85,994.163636362989,289.62696008959,99,0.3,41.8794390226325,0.126775929598688,0,0.959183673469388,1009.62045454522,282.025500726831,44,1025.50799999923,327.7109782114,50,-0.8,63.8925197177483,-0.248660493030991,0.947368421052632,988.582926828868,267.605199784288,41,962.179591836218,244.055613521308,49,1.4,54.2587944133464,0.486618533974579,0.962962962962963,0,0.962962962962963,814.004166666573,119.654232481436,96,818.978217821531,134.040772605199,101,-0.3,18.1876607877611,-0.273484930965122,0.962962962962963,812.458333333333,127.783548424917,48,790.128571428054,120.701491290935,49,1.4,25.3588629570522,0.880550596574328,0.962962962962963,815.549999999814,112.273658833827,48,846.163461538462,141.294805183434,52,-1.8,25.8188767437848,-1.18570075075079,12,28,2.76026223736942,0.875,0.782608695652174,0,14,4,-55.5555555555556,-2.8347335475692
13679976,1,3679976,38,1,0,0,6,"Yes","Italian, English","Ox","18/06/2021 13:04:51","12",0,"No","No","1","0.5",3,0.5,0.17,-60,0,91.25,0,"Advanced",1,0,0.78,0,21,39,10,11,17,22,30,33.3,25.9,33,2.03100960115899,27,1.39484344472565,60,2.43599382882345,0.872549019607843,1104.30697673559,241.581809688053,86,1026.90000000985,287.903458329722,92,3.6,40.11093006955,1.92982253444448,0,0.852941176470588,1106.19749998748,249.920170321387,40,1014.90851064692,281.464390234273,47,4.3,57.9081897384209,1.57644350052948,0.892156862745098,1102.66304347308,236.856246460864,46,1039.42444445557,297.138091674093,45,3,56.6523896069166,1.11625651550251,0.925925925925926,0,0.925925925925926,962.386458331098,123.507540467845,96,941.837234040524,124.014909764465,94,1.1,18.0057011078197,1.14126210179338,0.935185185185185,959.536956517593,132.081912901373,46,948.759999995232,127.255120565223,50,0.6,26.6105364375027,0.404988322864949,0.916666666666667,965.007999999523,116.353625032396,50,933.970454546538,121.204540900653,44,1.6,24.6634330049031,1.25844384465108,33,7,-5.40962746074711,0.875,0.888888888888889,0,7,9,12.5,0.50395263067897
13679979,1,3679979,16,1,0,0,NA,"No",NA,"Ox","06/07/2021 10:29:54",NA,1,"No","No","1","0",3,0,0,-80,0,91.25,0,"Advanced",3,0,0.94,0,24,49,9,15,25,24,34.2,23.1,47.1,39,1.48113132435986,34,3.10984101058416,73,3.11435260959172,0.932642487046632,1502.55869565217,516.365174929098,92,1457.48863636363,603.264201557586,88,1.5,83.8501209226814,0.537507385709064,0,0.947916666666667,1553.19787234038,523.880244151961,47,1519.06363636366,604.622398438469,44,1.1,119.142017851036,0.286500401725578,0.917525773195876,1449.66888888893,508.841726518609,45,1395.9136363636,602.487572231551,44,1.9,118.903133872763,0.452092815172157,0.949074074074074,0,0.949074074074074,1035.33571428572,146.691798553609,98,1062.78351648352,172.902662574263,91,-1.3,23.3425402863286,-1.17587040061283,0.962962962962963,1034.57307692306,167.083422999818,52,1081.59767441862,181.475877300742,43,-2.2,36.0193607118731,-1.30553670487702,0.935185185185185,1036.19782608698,121.423785861541,46,1045.92916666667,164.931764044337,48,-0.5,30.1865868686397,-0.32237300036724,22,18,-0.635641726163728,1,1,0,11,13,8.33333333333333,0.409673245199351
13679985,1,3679985,25,1,1,1,6,"Yes","Hindi, English","Ox","02/07/2021 21:39:22","10",0,"No","Yes","2","0",4,1,0.25,100,NA,93.75,0,"Advanced",4,0,0.89,0,26,36,8,18,22,14,16.1,-12.5,46.7,32,-0.712696645099798,30,2.8900298834567,62,1.28684999358235,0.921875,1144.53033707875,375.816321312217,89,1110.14431818186,305.494686771273,88,1.5,51.6302381623341,0.666005428616657,0,0.958333333333333,1140.23636363644,424.220535061455,44,1064.47083333336,283.656996912026,48,3.4,74.93160952202,1.01112909206636,0.885416666666667,1148.72888888901,326.445026433002,45,1164.95250000006,324.925233993679,40,-0.7,71.2067504137261,-0.22783810547158,0.912037037037037,0,0.912037037037037,1034.0572916667,282.361766363948,96,986.799999999969,238.204322643056,90,2.3,38.5181664176264,1.2268832102325,0.898148148148148,1011.11136363646,233.685299431088,44,959.438297872313,200.785029488182,47,2.6,45.8020840639531,1.12818154064766,0.925925925925926,1053.47307692305,318.797599515769,52,1016.70697674415,272.635079142,43,1.8,61.8715810239744,0.594232433864172,9,31,4.16505345114514,0.75,0.736842105263158,0,14,0,-100,NA
13741088,1,3741088,26,1,1,1,5,"No",NA,"Ox","04/05/2021 15:04:51",NA,1,"No","No","1","0",3,0,0,100,1,98.75,0,"Advanced",3,0,1,0,23,51,10,13,27,24,37.8,29.7,45.9,37,1.89402738723329,37,3.14657368035867,74,3.51637261753312,0.931034482758621,756.786565657357,179.440658024618,99,763.89455556378,186.885359634676,90,-0.5,26.7301786550442,-0.265916288781755,0,0.941176470588235,749.705760871344,183.457735696852,46,766.103100006003,180.390960762493,50,-1.1,37.3493541535145,-0.439026042251286,0.920792079207921,762.932169811255,177.408463602369,53,761.133875011001,196.988446572996,40,0.1,39.2073431973109,0.0458662753863415,0.935185185185185,0,0.935185185185185,690.523080818233,92.4636594299132,99,720.285416669261,79.7291297430901,96,-2.1,12.4075133689078,-2.39873494116957,0.925925925925926,683.513900013641,87.7988489088703,50,712.833617026224,72.2053225299407,47,-2.1,16.449453938353,-1.78241278540089,0.944444444444444,697.675306129041,97.3789340748768,49,727.433061224826,86.4762149838623,49,-2.1,18.6900535887961,-1.592170667377,27,13,-2.36305852319522,0.875,0.956521739130435,0,14,8,-27.2727272727273,-1.32960789064188
13742182,1,3742182,43,1,0,0,4,"No",NA,"LINC","04/05/2021 15:57:29",NA,1,"No","No","2","0",4,0,0,-89.4736842105263,0,90,0,"Advanced",0,0,0.94,0,44,27,21,23,16,11,-23.9,-35.3,-13.5,34,-2.19953282858693,37,-0.82960475385514,71,-2.07797290176542,0.709183673469388,863.258076946323,242.233880521167,65,856.034527051364,276.925526233827,74,0.4,44.6001062061147,0.161962616447062,1,0.696969696969697,917.39441177753,238.796801806836,34,856.884571444243,267.848564098321,35,3.4,61.6572050259876,0.98139123088344,0.721649484536082,803.88274197016,235.557599014284,31,855.271666698779,288.32093496863,39,-3.1,64.6359291698713,-0.795051999539799,0.893518518518518,0,0.893518518518518,762.110000000457,136.510719226384,92,795.333351625211,132.794683705109,91,-2.1,19.9647443592464,-1.66410102863991,0.898148148148148,757.338500005426,147.786961915482,40,796.665098011384,132.818607685146,51,-2.5,29.6287273881696,-1.3273131002468,0.888888888888889,765.780384612019,128.520341086818,52,793.635374982841,134.436489485494,40,-1.8,27.7359026748688,-1.00429362971704,22,18,-0.635641726163728,0.75,0.958333333333333,0,10,13,13.0434782608696,0.63093337451503
13766826,1,3766826,33,1,1,1,3,"No",NA,"LINC","06/05/2021 15:14:31",NA,1,"No","No","3","3",5,3,0.6,100,0,95,0,"Advanced",3,0,1,0,21,50,9,12,27,23,40.8,31.4,50,35,1.95858385693278,36,3.46410161513775,71,3.77053109812196,0.917098445595855,845.406741573897,266.62441029769,89,863.689261363271,211.576190689599,88,-1.1,36.2849359915362,-0.50385977788798,0,0.938144329896907,895.349487181729,303.170540927269,39,871.156346154189,222.866743677774,52,1.4,55.345501688161,0.437129311138137,0.895833333333333,806.451399999787,229.905553519403,50,852.903472220836,196.706736895957,36,-2.8,47.5965156765065,-0.975955310190427,0.907407407407407,0,0.907407407407407,740.936111111983,95.8607443023299,90,769.976683673437,110.306282514072,98,-1.9,15.1779858131999,-1.91333507086284,0.888888888888889,731.847916670328,96.2803403385298,48,770.252045454981,91.3923938026948,44,-2.6,19.7168330781963,-1.94778383690443,0.925925925925926,751.322619045303,95.4661381968925,42,769.752314814401,124.46706155863,54,-1.2,23.3445314330019,-0.789465225377967,39,1,-19.2420479745897,0.875,0.909090909090909,0,15,5,-50,-2.58198889747161
13767425,1,3767425,37,1,1,1,NA,"No",NA,"Ox","06/05/2021 15:56:31",NA,1,"Yes","No","2","1",4,2,0.5,100,0,98.75,0,"Advanced",0,0,1,0,22,45,13,9,16,29,34.3,52.6,10.3,38,3.81567647648226,29,0.560090995354258,67,2.99169726497394,0.824120603015075,898.681363636286,215.501836237637,77,873.896781608547,192.211464755405,87,1.4,31.9234882991563,0.776374492520433,0,0.838383838383838,876.966351352953,215.234841970305,37,833.555760868994,185.03780682558,46,2.5,44.1847306953751,0.982479462944935,0.81,918.767749998369,216.510569836271,40,919.157439023654,192.203459413019,41,0,45.7155421063027,-0.00852421315224869,0.930555555555556,0,0.930555555555556,736.478684210421,115.978049121021,95,783.603655914801,107.520707252847,93,-3.1,16.3600093389186,-2.88049784863356,0.944444444444444,752.926304346424,119.330326874121,46,774.019411765324,99.9128809042105,51,-1.4,22.3712370662171,-0.942867278929024,0.916666666666667,721.038061225601,111.754128078612,49,795.241666667737,116.250578544517,42,-4.9,24.0796963806515,-3.08158393150503,36,4,-8.43274042711568,0.75,0.583333333333333,0,10,4,-42.8571428571429,-1.77482393492988
